file,line,type,commit,author,date,time,timezone,datetime,depth,length
style.css,227,css,00000000,Not Committed Yet,2026-05-06,00:14:51,-07:00,2026-05-06T00:14:51-07:00,0,0
style.css,228,css,00000000,Not Committed Yet,2026-05-06,00:14:51,-07:00,2026-05-06T00:14:51-07:00,0,11
style.css,229,css,00000000,Not Committed Yet,2026-05-06,00:14:51,-07:00,2026-05-06T00:14:51-07:00,1,16
style.css,230,css,00000000,Not Committed Yet,2026-05-06,00:14:51,-07:00,2026-05-06T00:14:51-07:00,1,11
style.css,231,css,00000000,Not Committed Yet,2026-05-06,00:14:51,-07:00,2026-05-06T00:14:51-07:00,0,0
style.css,232,css,00000000,Not Committed Yet,2026-05-06,00:14:51,-07:00,2026-05-06T00:14:51-07:00,0,0
style.css,233,css,00000000,Not Committed Yet,2026-05-06,00:14:51,-07:00,2026-05-06T00:14:51-07:00,0,11
style.css,234,css,00000000,Not Committed Yet,2026-05-06,00:14:51,-07:00,2026-05-06T00:14:51-07:00,1,8
style.css,235,css,00000000,Not Committed Yet,2026-05-06,00:14:51,-07:00,2026-05-06T00:14:51-07:00,0,0
style.css,236,css,00000000,Not Committed Yet,2026-05-06,00:14:51,-07:00,2026-05-06T00:14:51-07:00,0,0
style.css,237,css,00000000,Not Committed Yet,2026-05-06,00:14:51,-07:00,2026-05-06T00:14:51-07:00,0,15
style.css,238,css,00000000,Not Committed Yet,2026-05-06,00:14:51,-07:00,2026-05-06T00:14:51-07:00,1,12
style.css,239,css,00000000,Not Committed Yet,2026-05-06,00:14:51,-07:00,2026-05-06T00:14:51-07:00,0,0
style.css,240,css,00000000,Not Committed Yet,2026-05-06,00:14:51,-07:00,2026-05-06T00:14:51-07:00,0,0
style.css,241,css,00000000,Not Committed Yet,2026-05-06,00:14:51,-07:00,2026-05-06T00:14:51-07:00,0,6
style.css,242,css,00000000,Not Committed Yet,2026-05-06,00:14:51,-07:00,2026-05-06T00:14:51-07:00,1,16
style.css,243,css,00000000,Not Committed Yet,2026-05-06,00:14:51,-07:00,2026-05-06T00:14:51-07:00,1,23
style.css,244,css,00000000,Not Committed Yet,2026-05-06,00:14:51,-07:00,2026-05-06T00:14:51-07:00,1,22
style.css,245,css,00000000,Not Committed Yet,2026-05-06,00:14:51,-07:00,2026-05-06T00:14:51-07:00,0,0
style.css,246,css,00000000,Not Committed Yet,2026-05-06,00:14:51,-07:00,2026-05-06T00:14:51-07:00,0,0
style.css,247,css,00000000,Not Committed Yet,2026-05-06,00:14:51,-07:00,2026-05-06T00:14:51-07:00,0,12
style.css,248,css,00000000,Not Committed Yet,2026-05-06,00:14:51,-07:00,2026-05-06T00:14:51-07:00,1,20
style.css,249,css,00000000,Not Committed Yet,2026-05-06,00:14:51,-07:00,2026-05-06T00:14:51-07:00,0,0
style.css,250,css,00000000,Not Committed Yet,2026-05-06,00:14:51,-07:00,2026-05-06T00:14:51-07:00,0,0
style.css,251,css,00000000,Not Committed Yet,2026-05-06,00:14:51,-07:00,2026-05-06T00:14:51-07:00,0,18
style.css,252,css,00000000,Not Committed Yet,2026-05-06,00:14:51,-07:00,2026-05-06T00:14:51-07:00,0,15
style.css,253,css,00000000,Not Committed Yet,2026-05-06,00:14:51,-07:00,2026-05-06T00:14:51-07:00,1,12
style.css,254,css,00000000,Not Committed Yet,2026-05-06,00:14:51,-07:00,2026-05-06T00:14:51-07:00,0,0
style.css,255,css,00000000,Not Committed Yet,2026-05-06,00:14:51,-07:00,2026-05-06T00:14:51-07:00,0,0
style.css,256,css,00000000,Not Committed Yet,2026-05-06,00:14:51,-07:00,2026-05-06T00:14:51-07:00,0,24
style.css,257,css,00000000,Not Committed Yet,2026-05-06,00:14:51,-07:00,2026-05-06T00:14:51-07:00,1,2
style.css,258,css,00000000,Not Committed Yet,2026-05-06,00:14:51,-07:00,2026-05-06T00:14:51-07:00,2,20
style.css,259,css,00000000,Not Committed Yet,2026-05-06,00:14:51,-07:00,2026-05-06T00:14:51-07:00,1,0
style.css,260,css,00000000,Not Committed Yet,2026-05-06,00:14:51,-07:00,2026-05-06T00:14:51-07:00,0,0
style.css,261,css,00000000,Not Committed Yet,2026-05-06,00:14:51,-07:00,2026-05-06T00:14:51-07:00,0,0
style.css,262,css,00000000,Not Committed Yet,2026-05-06,00:14:51,-07:00,2026-05-06T00:14:51-07:00,0,10
style.css,263,css,00000000,Not Committed Yet,2026-05-06,00:14:51,-07:00,2026-05-06T00:14:51-07:00,1,16
style.css,264,css,00000000,Not Committed Yet,2026-05-06,00:14:51,-07:00,2026-05-06T00:14:51-07:00,1,12
style.css,265,css,00000000,Not Committed Yet,2026-05-06,00:14:51,-07:00,2026-05-06T00:14:51-07:00,1,18
style.css,266,css,00000000,Not Committed Yet,2026-05-06,00:14:51,-07:00,2026-05-06T00:14:51-07:00,1,20
style.css,267,css,00000000,Not Committed Yet,2026-05-06,00:14:51,-07:00,2026-05-06T00:14:51-07:00,1,42
style.css,268,css,00000000,Not Committed Yet,2026-05-06,00:14:51,-07:00,2026-05-06T00:14:51-07:00,0,0
style.css,269,css,00000000,Not Committed Yet,2026-05-06,00:14:51,-07:00,2026-05-06T00:14:51-07:00,0,0
style.css,270,css,00000000,Not Committed Yet,2026-05-06,00:14:51,-07:00,2026-05-06T00:14:51-07:00,0,15
style.css,271,css,00000000,Not Committed Yet,2026-05-06,00:14:51,-07:00,2026-05-06T00:14:51-07:00,1,24
style.css,272,css,00000000,Not Committed Yet,2026-05-06,00:14:51,-07:00,2026-05-06T00:14:51-07:00,1,18
style.css,273,css,00000000,Not Committed Yet,2026-05-06,00:14:51,-07:00,2026-05-06T00:14:51-07:00,0,0
style.css,274,css,00000000,Not Committed Yet,2026-05-06,00:14:51,-07:00,2026-05-06T00:14:51-07:00,0,0
style.css,275,css,00000000,Not Committed Yet,2026-05-06,00:14:51,-07:00,2026-05-06T00:14:51-07:00,0,15
style.css,276,css,00000000,Not Committed Yet,2026-05-06,00:14:51,-07:00,2026-05-06T00:14:51-07:00,1,12
style.css,277,css,2db03471,Jazely Tong,2026-04-09,22:44:28,-07:00,2026-04-09T22:44:28-07:00,0,0
index.js,1,js,32e95afe,Jazely Tong,2026-04-23,22:47:02,-07:00,2026-04-23T22:47:02-07:00,0,71
index.js,2,js,32e95afe,Jazely Tong,2026-04-23,22:47:02,-07:00,2026-04-23T22:47:02-07:00,0,0
index.js,3,js,32e95afe,Jazely Tong,2026-04-23,22:47:02,-07:00,2026-04-23T22:47:02-07:00,0,54
index.js,4,js,32e95afe,Jazely Tong,2026-04-23,22:47:02,-07:00,2026-04-23T22:47:02-07:00,0,0
index.js,5,js,32e95afe,Jazely Tong,2026-04-23,22:47:02,-07:00,2026-04-23T22:47:02-07:00,0,42
index.js,6,js,32e95afe,Jazely Tong,2026-04-23,22:47:02,-07:00,2026-04-23T22:47:02-07:00,0,0
index.js,7,js,32e95afe,Jazely Tong,2026-04-23,22:47:02,-07:00,2026-04-23T22:47:02-07:00,0,60
index.js,8,js,32e95afe,Jazely Tong,2026-04-23,22:47:02,-07:00,2026-04-23T22:47:02-07:00,0,0
index.js,9,js,32e95afe,Jazely Tong,2026-04-23,22:47:02,-07:00,2026-04-23T22:47:02-07:00,0,54
index.js,10,js,32e95afe,Jazely Tong,2026-04-23,22:47:02,-07:00,2026-04-23T22:47:02-07:00,0,0
index.js,11,js,32e95afe,Jazely Tong,2026-04-23,22:47:02,-07:00,2026-04-23T22:47:02-07:00,0,0
index.js,12,js,32e95afe,Jazely Tong,2026-04-23,22:47:02,-07:00,2026-04-23T22:47:02-07:00,0,53
index.js,13,js,32e95afe,Jazely Tong,2026-04-23,22:47:02,-07:00,2026-04-23T22:47:02-07:00,0,0
index.js,14,js,32e95afe,Jazely Tong,2026-04-23,22:47:02,-07:00,2026-04-23T22:47:02-07:00,0,60
index.js,15,js,32e95afe,Jazely Tong,2026-04-23,22:47:02,-07:00,2026-04-23T22:47:02-07:00,0,0
index.js,16,js,32e95afe,Jazely Tong,2026-04-23,22:47:02,-07:00,2026-04-23T22:47:02-07:00,0,17
index.js,17,js,32e95afe,Jazely Tong,2026-04-23,22:47:02,-07:00,2026-04-23T22:47:02-07:00,1,24
index.js,18,js,32e95afe,Jazely Tong,2026-04-23,22:47:02,-07:00,2026-04-23T22:47:02-07:00,2,2
index.js,19,js,32e95afe,Jazely Tong,2026-04-23,22:47:02,-07:00,2026-04-23T22:47:02-07:00,3,55
index.js,20,js,32e95afe,Jazely Tong,2026-04-23,22:47:02,-07:00,2026-04-23T22:47:02-07:00,3,55
index.js,21,js,32e95afe,Jazely Tong,2026-04-23,22:47:02,-07:00,2026-04-23T22:47:02-07:00,3,49
index.js,22,js,32e95afe,Jazely Tong,2026-04-23,22:47:02,-07:00,2026-04-23T22:47:02-07:00,3,49
index.js,23,js,32e95afe,Jazely Tong,2026-04-23,22:47:02,-07:00,2026-04-23T22:47:02-07:00,2,3
index.js,24,js,32e95afe,Jazely Tong,2026-04-23,22:47:02,-07:00,2026-04-23T22:47:02-07:00,1,0
index.js,25,js,32e95afe,Jazely Tong,2026-04-23,22:47:02,-07:00,2026-04-23T22:47:02-07:00,0,0
index.html,1,html,6f783aac,Jazely Tong,2026-04-01,21:54:45,-07:00,2026-04-01T21:54:45-07:00,0,13
index.html,2,html,6f783aac,Jazely Tong,2026-04-01,21:54:45,-07:00,2026-04-01T21:54:45-07:00,0,14
index.html,3,html,6f783aac,Jazely Tong,2026-04-01,21:54:45,-07:00,2026-04-01T21:54:45-07:00,0,4
index.html,4,html,6f783aac,Jazely Tong,2026-04-01,21:54:45,-07:00,2026-04-01T21:54:45-07:00,2,20
index.html,5,html,6f783aac,Jazely Tong,2026-04-01,21:54:45,-07:00,2026-04-01T21:54:45-07:00,2,68
index.html,6,html,6f783aac,Jazely Tong,2026-04-01,21:54:45,-07:00,2026-04-01T21:54:45-07:00,2,53
index.html,7,html,bdf82b3e,Jazely Tong,2026-04-03,10:43:35,-07:00,2026-04-03T10:43:35-07:00,2,38
index.html,8,html,0938b5dc,Jazely Tong,2026-04-17,12:56:16,-07:00,2026-04-17T12:56:16-07:00,2,45
index.html,9,html,32e95afe,Jazely Tong,2026-04-23,22:47:02,-07:00,2026-04-23T22:47:02-07:00,2,44
index.html,10,html,6f783aac,Jazely Tong,2026-04-01,21:54:45,-07:00,2026-04-01T21:54:45-07:00,0,5
index.html,11,html,6f783aac,Jazely Tong,2026-04-01,21:54:45,-07:00,2026-04-01T21:54:45-07:00,0,4
index.html,12,html,0938b5dc,Jazely Tong,2026-04-17,12:56:16,-07:00,2026-04-17T12:56:16-07:00,2,0
index.html,13,html,bdf82b3e,Jazely Tong,2026-04-03,10:43:35,-07:00,2026-04-03T10:43:35-07:00,0,0
index.html,14,html,98b8f0a4,Jazely Tong,2026-04-03,12:36:57,-07:00,2026-04-03T12:36:57-07:00,2,18
index.html,15,html,7f12e5f5,Jazely Tong,2026-04-03,14:25:01,-07:00,2026-04-03T14:25:01-07:00,0,0
index.html,16,html,98b8f0a4,Jazely Tong,2026-04-03,12:36:57,-07:00,2026-04-03T12:36:57-07:00,2,80
index.html,17,html,98b8f0a4,Jazely Tong,2026-04-03,12:36:57,-07:00,2026-04-03T12:36:57-07:00,0,0
index.html,18,html,98b8f0a4,Jazely Tong,2026-04-03,12:36:57,-07:00,2026-04-03T12:36:57-07:00,2,87
index.html,19,html,32e95afe,Jazely Tong,2026-04-23,22:47:02,-07:00,2026-04-23T22:47:02-07:00,2,0
index.html,20,html,32e95afe,Jazely Tong,2026-04-23,22:47:02,-07:00,2026-04-23T22:47:02-07:00,2,22
index.html,21,html,32e95afe,Jazely Tong,2026-04-23,22:47:02,-07:00,2026-04-23T22:47:02-07:00,2,26
index.html,22,html,32e95afe,Jazely Tong,2026-04-23,22:47:02,-07:00,2026-04-23T22:47:02-07:00,0,0
index.html,23,html,32e95afe,Jazely Tong,2026-04-23,22:47:02,-07:00,2026-04-23T22:47:02-07:00,2,19
index.html,24,html,32e95afe,Jazely Tong,2026-04-23,22:47:02,-07:00,2026-04-23T22:47:02-07:00,2,28
index.html,25,html,98b8f0a4,Jazely Tong,2026-04-03,12:36:57,-07:00,2026-04-03T12:36:57-07:00,2,5
index.html,26,html,6f783aac,Jazely Tong,2026-04-01,21:54:45,-07:00,2026-04-01T21:54:45-07:00,0,5
global.js,1,js,0938b5dc,Jazely Tong,2026-04-17,12:56:16,-07:00,2026-04-17T12:56:16-07:00,0,25
global.js,2,js,0938b5dc,Jazely Tong,2026-04-17,12:56:16,-07:00,2026-04-17T12:56:16-07:00,0,0
global.js,3,js,0938b5dc,Jazely Tong,2026-04-17,12:56:16,-07:00,2026-04-17T12:56:16-07:00,0,41
global.js,4,js,0938b5dc,Jazely Tong,2026-04-17,12:56:16,-07:00,2026-04-17T12:56:16-07:00,1,52
global.js,5,js,0938b5dc,Jazely Tong,2026-04-17,12:56:16,-07:00,2026-04-17T12:56:16-07:00,0,0
global.js,6,js,0938b5dc,Jazely Tong,2026-04-17,12:56:16,-07:00,2026-04-17T12:56:16-07:00,0,0
global.js,7,js,0938b5dc,Jazely Tong,2026-04-17,12:56:16,-07:00,2026-04-17T12:56:16-07:00,0,15
global.js,8,js,0938b5dc,Jazely Tong,2026-04-17,12:56:16,-07:00,2026-04-17T12:56:16-07:00,1,68
global.js,9,js,0938b5dc,Jazely Tong,2026-04-17,12:56:16,-07:00,2026-04-17T12:56:16-07:00,2,3
global.js,10,js,0938b5dc,Jazely Tong,2026-04-17,12:56:16,-07:00,2026-04-17T12:56:16-07:00,2,60
global.js,11,js,0938b5dc,Jazely Tong,2026-04-17,12:56:16,-07:00,2026-04-17T12:56:16-07:00,0,0
global.js,12,js,0938b5dc,Jazely Tong,2026-04-17,12:56:16,-07:00,2026-04-17T12:56:16-07:00,0,13
global.js,13,js,0938b5dc,Jazely Tong,2026-04-17,12:56:16,-07:00,2026-04-17T12:56:16-07:00,1,25
global.js,14,js,0938b5dc,Jazely Tong,2026-04-17,12:56:16,-07:00,2026-04-17T12:56:16-07:00,1,38
global.js,15,js,0938b5dc,Jazely Tong,2026-04-17,12:56:16,-07:00,2026-04-17T12:56:16-07:00,1,36
global.js,16,js,0938b5dc,Jazely Tong,2026-04-17,12:56:16,-07:00,2026-04-17T12:56:16-07:00,1,34
global.js,17,js,94eb4e8d,Jazely Tong,2026-05-04,22:53:32,-07:00,2026-05-04T22:53:32-07:00,1,30
global.js,18,js,0938b5dc,Jazely Tong,2026-04-17,12:56:16,-07:00,2026-04-17T12:56:16-07:00,1,56
global.js,19,js,0938b5dc,Jazely Tong,2026-04-17,12:56:16,-07:00,2026-04-17T12:56:16-07:00,0,0
global.js,20,js,0938b5dc,Jazely Tong,2026-04-17,12:56:16,-07:00,2026-04-17T12:56:16-07:00,0,0
global.js,21,js,0938b5dc,Jazely Tong,2026-04-17,12:56:16,-07:00,2026-04-17T12:56:16-07:00,0,38
global.js,22,js,0938b5dc,Jazely Tong,2026-04-17,12:56:16,-07:00,2026-04-17T12:56:16-07:00,0,25
global.js,23,js,0938b5dc,Jazely Tong,2026-04-17,12:56:16,-07:00,2026-04-17T12:56:16-07:00,0,0
global.js,24,js,0938b5dc,Jazely Tong,2026-04-17,12:56:16,-07:00,2026-04-17T12:56:16-07:00,0,20
global.js,25,js,0938b5dc,Jazely Tong,2026-04-17,12:56:16,-07:00,2026-04-17T12:56:16-07:00,1,14
global.js,26,js,0938b5dc,Jazely Tong,2026-04-17,12:56:16,-07:00,2026-04-17T12:56:16-07:00,0,0
global.js,27,js,0938b5dc,Jazely Tong,2026-04-17,12:56:16,-07:00,2026-04-17T12:56:16-07:00,1,28
global.js,28,js,0938b5dc,Jazely Tong,2026-04-17,12:56:16,-07:00,2026-04-17T12:56:16-07:00,2,20
global.js,29,js,0938b5dc,Jazely Tong,2026-04-17,12:56:16,-07:00,2026-04-17T12:56:16-07:00,1,0
global.js,30,js,0938b5dc,Jazely Tong,2026-04-17,12:56:16,-07:00,2026-04-17T12:56:16-07:00,0,0
global.js,31,js,0938b5dc,Jazely Tong,2026-04-17,12:56:16,-07:00,2026-04-17T12:56:16-07:00,1,34
global.js,32,js,0938b5dc,Jazely Tong,2026-04-17,12:56:16,-07:00,2026-04-17T12:56:16-07:00,1,11
global.js,33,js,0938b5dc,Jazely Tong,2026-04-17,12:56:16,-07:00,2026-04-17T12:56:16-07:00,1,22
global.js,34,js,0938b5dc,Jazely Tong,2026-04-17,12:56:16,-07:00,2026-04-17T12:56:16-07:00,0,0
global.js,35,js,0938b5dc,Jazely Tong,2026-04-17,12:56:16,-07:00,2026-04-17T12:56:16-07:00,1,17
global.js,36,js,0938b5dc,Jazely Tong,2026-04-17,12:56:16,-07:00,2026-04-17T12:56:16-07:00,2,8
global.js,37,js,0938b5dc,Jazely Tong,2026-04-17,12:56:16,-07:00,2026-04-17T12:56:16-07:00,2,58
global.js,38,js,0938b5dc,Jazely Tong,2026-04-17,12:56:16,-07:00,2026-04-17T12:56:16-07:00,1,0
global.js,39,js,0938b5dc,Jazely Tong,2026-04-17,12:56:16,-07:00,2026-04-17T12:56:16-07:00,0,0
global.js,40,js,0938b5dc,Jazely Tong,2026-04-17,12:56:16,-07:00,2026-04-17T12:56:16-07:00,1,29
global.js,41,js,0938b5dc,Jazely Tong,2026-04-17,12:56:16,-07:00,2026-04-17T12:56:16-07:00,2,18
global.js,42,js,0938b5dc,Jazely Tong,2026-04-17,12:56:16,-07:00,2026-04-17T12:56:16-07:00,1,0
global.js,43,js,0938b5dc,Jazely Tong,2026-04-17,12:56:16,-07:00,2026-04-17T12:56:16-07:00,0,0
global.js,44,js,0938b5dc,Jazely Tong,2026-04-17,12:56:16,-07:00,2026-04-17T12:56:16-07:00,1,12
global.js,45,js,0938b5dc,Jazely Tong,2026-04-17,12:56:16,-07:00,2026-04-17T12:56:16-07:00,0,0
global.js,46,js,0938b5dc,Jazely Tong,2026-04-17,12:56:16,-07:00,2026-04-17T12:56:16-07:00,0,0
global.js,47,js,0938b5dc,Jazely Tong,2026-04-17,12:56:16,-07:00,2026-04-17T12:56:16-07:00,0,31
global.js,48,js,0938b5dc,Jazely Tong,2026-04-17,12:56:16,-07:00,2026-04-17T12:56:16-07:00,1,11
global.js,49,js,0938b5dc,Jazely Tong,2026-04-17,12:56:16,-07:00,2026-04-17T12:56:16-07:00,1,0
global.js,50,js,0938b5dc,Jazely Tong,2026-04-17,12:56:16,-07:00,2026-04-17T12:56:16-07:00,2,26
global.js,51,js,0938b5dc,Jazely Tong,2026-04-17,12:56:16,-07:00,2026-04-17T12:56:16-07:00,3,4
global.js,52,js,0938b5dc,Jazely Tong,2026-04-17,12:56:16,-07:00,2026-04-17T12:56:16-07:00,3,6
global.js,53,js,0938b5dc,Jazely Tong,2026-04-17,12:56:16,-07:00,2026-04-17T12:56:16-07:00,4,43
global.js,54,js,0938b5dc,Jazely Tong,2026-04-17,12:56:16,-07:00,2026-04-17T12:56:16-07:00,4,34
global.js,55,js,0938b5dc,Jazely Tong,2026-04-17,12:56:16,-07:00,2026-04-17T12:56:16-07:00,4,32
global.js,56,js,0938b5dc,Jazely Tong,2026-04-17,12:56:16,-07:00,2026-04-17T12:56:16-07:00,3,7
global.js,57,js,0938b5dc,Jazely Tong,2026-04-17,12:56:16,-07:00,2026-04-17T12:56:16-07:00,2,6
global.js,58,js,0938b5dc,Jazely Tong,2026-04-17,12:56:16,-07:00,2026-04-17T12:56:16-07:00,1,0
global.js,59,js,0938b5dc,Jazely Tong,2026-04-17,12:56:16,-07:00,2026-04-17T12:56:16-07:00,0,0
global.js,60,js,0938b5dc,Jazely Tong,2026-04-17,12:56:16,-07:00,2026-04-17T12:56:16-07:00,0,0
global.js,61,js,0938b5dc,Jazely Tong,2026-04-17,12:56:16,-07:00,2026-04-17T12:56:16-07:00,0,60
global.js,62,js,0938b5dc,Jazely Tong,2026-04-17,12:56:16,-07:00,2026-04-17T12:56:16-07:00,0,0
global.js,63,js,0938b5dc,Jazely Tong,2026-04-17,12:56:16,-07:00,2026-04-17T12:56:16-07:00,0,36
global.js,64,js,0938b5dc,Jazely Tong,2026-04-17,12:56:16,-07:00,2026-04-17T12:56:16-07:00,1,70
global.js,65,js,0938b5dc,Jazely Tong,2026-04-17,12:56:16,-07:00,2026-04-17T12:56:16-07:00,1,25
global.js,66,js,0938b5dc,Jazely Tong,2026-04-17,12:56:16,-07:00,2026-04-17T12:56:16-07:00,0,0
global.js,67,js,0938b5dc,Jazely Tong,2026-04-17,12:56:16,-07:00,2026-04-17T12:56:16-07:00,0,0
global.js,68,js,0938b5dc,Jazely Tong,2026-04-17,12:56:16,-07:00,2026-04-17T12:56:16-07:00,0,34
global.js,69,js,0938b5dc,Jazely Tong,2026-04-17,12:56:16,-07:00,2026-04-17T12:56:16-07:00,1,39
global.js,70,js,0938b5dc,Jazely Tong,2026-04-17,12:56:16,-07:00,2026-04-17T12:56:16-07:00,0,0
global.js,71,js,0938b5dc,Jazely Tong,2026-04-17,12:56:16,-07:00,2026-04-17T12:56:16-07:00,0,0
global.js,72,js,0938b5dc,Jazely Tong,2026-04-17,12:56:16,-07:00,2026-04-17T12:56:16-07:00,0,49
global.js,73,js,0938b5dc,Jazely Tong,2026-04-17,12:56:16,-07:00,2026-04-17T12:56:16-07:00,1,33
global.js,74,js,0938b5dc,Jazely Tong,2026-04-17,12:56:16,-07:00,2026-04-17T12:56:16-07:00,1,44
global.js,75,js,0938b5dc,Jazely Tong,2026-04-17,12:56:16,-07:00,2026-04-17T12:56:16-07:00,0,1
global.js,76,js,0938b5dc,Jazely Tong,2026-04-17,12:56:16,-07:00,2026-04-17T12:56:16-07:00,0,0
global.js,77,js,0938b5dc,Jazely Tong,2026-04-17,12:56:16,-07:00,2026-04-17T12:56:16-07:00,0,42
global.js,78,js,0938b5dc,Jazely Tong,2026-04-17,12:56:16,-07:00,2026-04-17T12:56:16-07:00,0,49
global.js,79,js,0938b5dc,Jazely Tong,2026-04-17,12:56:16,-07:00,2026-04-17T12:56:16-07:00,1,21
global.js,80,js,0938b5dc,Jazely Tong,2026-04-17,12:56:16,-07:00,2026-04-17T12:56:16-07:00,0,0
global.js,81,js,0938b5dc,Jazely Tong,2026-04-17,12:56:16,-07:00,2026-04-17T12:56:16-07:00,1,28
global.js,82,js,0938b5dc,Jazely Tong,2026-04-17,12:56:16,-07:00,2026-04-17T12:56:16-07:00,1,26
global.js,83,js,0938b5dc,Jazely Tong,2026-04-17,12:56:16,-07:00,2026-04-17T12:56:16-07:00,1,15
global.js,84,js,0938b5dc,Jazely Tong,2026-04-17,12:56:16,-07:00,2026-04-17T12:56:16-07:00,0,0
global.js,85,js,0938b5dc,Jazely Tong,2026-04-17,12:56:16,-07:00,2026-04-17T12:56:16-07:00,1,31
global.js,86,js,0938b5dc,Jazely Tong,2026-04-17,12:56:16,-07:00,2026-04-17T12:56:16-07:00,2,11
global.js,87,js,0938b5dc,Jazely Tong,2026-04-17,12:56:16,-07:00,2026-04-17T12:56:16-07:00,3,9
global.js,88,js,0938b5dc,Jazely Tong,2026-04-17,12:56:16,-07:00,2026-04-17T12:56:16-07:00,2,0
global.js,89,js,0938b5dc,Jazely Tong,2026-04-17,12:56:16,-07:00,2026-04-17T12:56:16-07:00,2,12
global.js,90,js,0938b5dc,Jazely Tong,2026-04-17,12:56:16,-07:00,2026-04-17T12:56:16-07:00,0,0
global.js,91,js,0938b5dc,Jazely Tong,2026-04-17,12:56:16,-07:00,2026-04-17T12:56:16-07:00,2,44
global.js,92,js,0938b5dc,Jazely Tong,2026-04-17,12:56:16,-07:00,2026-04-17T12:56:16-07:00,1,0
global.js,93,js,0938b5dc,Jazely Tong,2026-04-17,12:56:16,-07:00,2026-04-17T12:56:16-07:00,0,0
global.js,94,js,0938b5dc,Jazely Tong,2026-04-17,12:56:16,-07:00,2026-04-17T12:56:16-07:00,1,18
global.js,95,js,32e95afe,Jazely Tong,2026-04-23,22:47:02,-07:00,2026-04-23T22:47:02-07:00,0,1
global.js,96,js,32e95afe,Jazely Tong,2026-04-23,22:47:02,-07:00,2026-04-23T22:47:02-07:00,0,0
global.js,97,js,32e95afe,Jazely Tong,2026-04-23,22:47:02,-07:00,2026-04-23T22:47:02-07:00,0,0
global.js,98,js,32e95afe,Jazely Tong,2026-04-23,22:47:02,-07:00,2026-04-23T22:47:02-07:00,0,36
global.js,99,js,32e95afe,Jazely Tong,2026-04-23,22:47:02,-07:00,2026-04-23T22:47:02-07:00,1,3
global.js,100,js,32e95afe,Jazely Tong,2026-04-23,22:47:02,-07:00,2026-04-23T22:47:02-07:00,2,32
global.js,101,js,32e95afe,Jazely Tong,2026-04-23,22:47:02,-07:00,2026-04-23T22:47:02-07:00,0,0
global.js,102,js,32e95afe,Jazely Tong,2026-04-23,22:47:02,-07:00,2026-04-23T22:47:02-07:00,2,17
global.js,103,js,32e95afe,Jazely Tong,2026-04-23,22:47:02,-07:00,2026-04-23T22:47:02-07:00,3,62
global.js,104,js,32e95afe,Jazely Tong,2026-04-23,22:47:02,-07:00,2026-04-23T22:47:02-07:00,2,0
global.js,105,js,32e95afe,Jazely Tong,2026-04-23,22:47:02,-07:00,2026-04-23T22:47:02-07:00,0,0
global.js,106,js,32e95afe,Jazely Tong,2026-04-23,22:47:02,-07:00,2026-04-23T22:47:02-07:00,2,33
global.js,107,js,32e95afe,Jazely Tong,2026-04-23,22:47:02,-07:00,2026-04-23T22:47:02-07:00,2,10
global.js,108,js,32e95afe,Jazely Tong,2026-04-23,22:47:02,-07:00,2026-04-23T22:47:02-07:00,1,15
global.js,109,js,32e95afe,Jazely Tong,2026-04-23,22:47:02,-07:00,2026-04-23T22:47:02-07:00,2,59
global.js,110,js,32e95afe,Jazely Tong,2026-04-23,22:47:02,-07:00,2026-04-23T22:47:02-07:00,1,0
global.js,111,js,32e95afe,Jazely Tong,2026-04-23,22:47:02,-07:00,2026-04-23T22:47:02-07:00,0,0
global.js,112,js,32e95afe,Jazely Tong,2026-04-23,22:47:02,-07:00,2026-04-23T22:47:02-07:00,0,0
global.js,113,js,32e95afe,Jazely Tong,2026-04-23,22:47:02,-07:00,2026-04-23T22:47:02-07:00,0,79
global.js,114,js,32e95afe,Jazely Tong,2026-04-23,22:47:02,-07:00,2026-04-23T22:47:02-07:00,1,30
global.js,115,js,32e95afe,Jazely Tong,2026-04-23,22:47:02,-07:00,2026-04-23T22:47:02-07:00,0,0
global.js,116,js,32e95afe,Jazely Tong,2026-04-23,22:47:02,-07:00,2026-04-23T22:47:02-07:00,1,29
global.js,117,js,32e95afe,Jazely Tong,2026-04-23,22:47:02,-07:00,2026-04-23T22:47:02-07:00,2,48
global.js,118,js,32e95afe,Jazely Tong,2026-04-23,22:47:02,-07:00,2026-04-23T22:47:02-07:00,0,0
global.js,119,js,32e95afe,Jazely Tong,2026-04-23,22:47:02,-07:00,2026-04-23T22:47:02-07:00,2,19
global.js,120,js,97bd37cc,Jazely Tong,2026-04-29,18:59:25,-07:00,2026-04-29T18:59:25-07:00,2,49
global.js,121,js,97bd37cc,Jazely Tong,2026-04-29,18:59:25,-07:00,2026-04-29T18:59:25-07:00,2,49
global.js,122,js,97bd37cc,Jazely Tong,2026-04-29,18:59:25,-07:00,2026-04-29T18:59:25-07:00,2,3
global.js,123,js,32e95afe,Jazely Tong,2026-04-23,22:47:02,-07:00,2026-04-23T22:47:02-07:00,3,27
global.js,124,js,97bd37cc,Jazely Tong,2026-04-29,18:59:25,-07:00,2026-04-29T18:59:25-07:00,3,33
global.js,125,js,97bd37cc,Jazely Tong,2026-04-29,18:59:25,-07:00,2026-04-29T18:59:25-07:00,2,4
